カテゴリ,略称,タイトル,学会,著者所属,Paper URL,Website URL,タスク,Domain,ロボット,Training,Evaluation,Modality,Dataset,Backbone,Action Generation,概要
"Application-Oriented, Hierarchical",Shake-VLA,Shake-VLA: Vision-Language-Action Model-Based System for Bimanual Robotic Manipulations and Liquid Mixing,,Russia,https://arxiv.org/abs/2501.06919,,"Bi-manual, Manipulation",Tabletop,UR3,,,"Audio, Language, Proprioception, Tactile, Vision",,"GPT, Whisper",Primitive,"Shake-VLAは、ビジョン・言語・アクション統合AIとRAG、異常検出、力センサー計測を組み合わせ、両手ロボットによる自動カクテル製造を実現したシステムです。

YOLOv8、Whisper-1、FAISS、GPT-4oなど最新のAI技術をモジュール式に連携させ、実環境でも100%の成功率でレシピの実行と材料の代替処理を処理します。"
"Hierarchical, Planning",DexGraspVLA,DexGraspVLA: A Vision-Language-Action Framework Towards General Dexterous Grasping,,"HKUST, Peking University",https://arxiv.org/abs/2502.20900,https://dexgraspvla.github.io/,"Dexterous Hand, Grasp, Manipulation",Tabletop,"PsiBot G0-R, Realman",Supervised,,"Language, Proprioception, Vision",,"DINOv2, Qwen2.5-VL, SAM",Diffusion,"DexGraspVLAは、ビジョン-言語基礎モデルと拡散ベースのポリシーを組み合わせることで、多様な環境/言語/オブジェクトにおいて汎化可能なデクスターラスなグリッピングを実現した階層的VLAフレームワークです。

言語コマンドを高度なVLMがタスクに分解・指示し、低レベルの拡散ポリシーがドメイン不変表現に基づいてアクションを実行することで、ゼロショット状況でも90%以上の成功率を示しました
."
"End-to-End, Humanoid, RL",Humanoid-VLA,Humanoid-VLA: Towards Universal Humanoid Control with Visual Integration,,"China, Zhejiang University",https://arxiv.org/abs/2502.14795,,"Manipulation, Navigation, Whole-Body Control",Indoor,Unitree G1,"RL, Self-Supervised, Supervised","HumanML3D, Text-to-Motion","Language, Proprioception, Vision","AMASS, Human3.6M, HumanML3D, Motion-X",LLaMA3,"Autoregressive, Discrete Token","Humanoid-VLAは、言語と動作の事前アラインメント、1人称視覚統合、自己監督型データ拡張を組み合わせることで、汎用的な自律型ヒューマノイド制御を実現した最初のVLAフレームワークです。
大規模な非注釈付きビデオデータ拡張、クロスアテンションベースの視覚・言語・行動統合、全身強化学習制御ポリシーなどが主要な手法です。"
End-to-End,QUAR-VLA,QUAR-VLA: Vision-Language-Action Model for Quadruped Robots,ECCV,"China, Zhejiang University",https://arxiv.org/abs/2312.14457,https://sites.google.com/view/quar-vla/quar-vla-eccv24,"Manipulation, Navigation, Whole-Body Control",Indoor,"Simulation, WR-2",Supervised,,"Language, PointCloud, Vision",,Fuyu,"Autoregressive, Discrete Token","視覚情報と自然言語コマンドを同時に受け入れて高次元アクションを生成する4足ロボット用のVision-Language-Action（QUAR-VLA）フレームワーク、大規模マルチタスクデータセット（QUARD）、トランスフォーマーベースのポリシーモデル（QUART）を提案。
多様なタスクと未学習のコマンド/物体に対する強い汎化性能とsim2real性能を示し、シミュレーションと実世界のデータ統合によるco-training、事前学習済みマルチモーダルLLMに基づくアクショントークン化が核心的な手法である。"
"Application-Oriented, End-to-End",RT-Sketch,RT-Sketch: Goal-Conditioned Imitation Learning from Hand-Drawn Sketches,CoRL,"Google DeepMind, Stanford University",https://arxiv.org/abs/2403.02709,https://rt-sketch.github.io/,Manipulation,Tabletop,Google EDR,Supervised,,Vision,RT-1,RT-1,"Discrete Token, Parallel Decoding",手描きスケッチを目標として入力を受け、行動を予測するRT-Sketchモデルを提案。画像からスケッチへの変換ネットワークと大規模なデモデータと組み合わせ、エンドツーエンドの模倣学習で学習させる。スケッチベースのポリシーは、言語/画像ベースのポリシーよりも曖昧さや障害物に対してより頑強であり、多様なスケッチスタイルに対しても堅牢である。
"3D, End-to-End",StructDiffusion,StructDiffusion: Language-Guided Creation of Physically-Valid Structures using Unseen Objects,RSS,"Georgia Tech, MIT, Meta, NVIDIA",https://arxiv.org/abs/2211.04604,https://structdiffusion.github.io/,Manipulation,Tabletop,"Kinova jaco, Simulation",Supervised,,"Language, PointCloud",,PointCloudTransformer,Diffusion,"StructDiffusionは、言語コマンドと未知の物体のポイントクラウドのみを使用して、拡散モデルと判別器を組み合わせることで物理的に有効な3D構造を生成する方法を提案し、既存手法に比べて16%以上の成功率向上を実現しています。
手法：オブジェクト中心のマルチモーダルトランスフォーマー + 拡散ベースの目標サンプリング + 衝突判別器により現実性と一貫性を確保。"
"End-to-End, RL",MoRE,MoRE: Unlocking Scalability in Reinforcement Learning for Quadruped Vision-Language-Action Models,,"HKUST, Zhejiang University",https://arxiv.org/abs/2503.08007,,"Navigation, Whole-Body Control",Indoor,"Simulation, Unitree Go2","LoRA, RL",QUARD,"Language, Proprioception, Vision",QUARD,Fuyu,"Autoregressive, Discrete Token","複数のLoRAモジュールをexpertとして使用したsparse MoE構造とRL objectiveを組み合わせることで、多様な品質のデータ効率的に活用し、多機能4足VLAロボットの汎用性と汎化性能を大幅に向上させる。
Fuyu 8Bバックボーン+MixLoRAベースのsparse Mixture-of-Experts構造、オフラインRL（Q-ラーニング）objective、サブオプティマルデータ統合手法が核心。"
"3D, Dataset, Evaluation",VLA-3D,VLA-3D: A Dataset for 3D Semantic Scene Understanding and Navigation,RSS,Carnegie Mellon University,https://arxiv.org/abs/2411.03540,https://github.com/HaochenZ11/VLA-3D,Navigation,Indoor,,,,"Language, PointCloud, Vision",,,,"実際の3Dスキャンに基づく大規模な室内シーンデータセット（VLA-3D）を構築し、ポイントクラウド/シーングラフ/空間関係/自然言語参照文を自動生成することで、3D意味理解および言語ベースのロボットナビゲーション研究のためのベンチマークを提案する。
主要な手法：複数の室内3Dデータセットのポイントクラウドとオブジェクト/空間情報を整合・クラスタリング・グラフ化し、ヒューリスティックベースのテンプレートを用いて空間関係に応じた参照文を自動生成する。"
"3D, Application-Oriented, End-to-End, Prediction",OccLLaMA,OccLLaMA: An Occupancy-Language-Action Generative World Model for Autonomous Driving,,Tsinghua University,https://arxiv.org/abs/2409.03272,https://vilonge.github.io/OccLLaMA_Page/,"Autonomous Driving, Navigation",Autonomous Driving,Simulation,"LoRA, Self-Supervised",,Language,nuScenes,"LLaMA2, LLaMA3","Autoregressive, Discrete Token","セマンティック・オキュパンスを視覚トークンとして、言語・行動トークンと統合し、LLaMAベースのオートレグレッシブモデルが予測・計画・質問応答などの多様な自律走行タスクを同時に実行するワールドモデルを提案。
VQVAEベースのシーン・トークナイザー、統合トークン辞書、空間的アテンションなどにより、3D視覚・言語・行動マルチモーダル学習および予測性能を向上させる。"
"Application-Oriented, End-to-End",RaceVLA,RaceVLA: VLA-based Racing Drone Navigation with Human-like Behaviour,,Russia,https://arxiv.org/abs/2503.02572,https://racevla.github.io/,Navigation,Outdoor,UAV,"LoRA, Supervised",,"Language, Proprioception, Vision",,OpenVLA,"Autoregressive, Continuous","RaceVLAは、FPV映像と自然言語コマンドを入力してリアルタイムでドローンを制御するVLAベースの自律レーシングシステムであり、OpenVLA・RT-2よりも高い汎化性能と高速・安定した走行を示しました。
手法：OpenVLA-7bにLoRAでレーシングドローンデータセットをファインチューニングし、4D速度制御信号を生成。ROS・実機ドローンにリアルタイムで適用。"
"Failure-Recovery, Hierarchical, Prediction",FOREWARN,From Foresight to Forethought: VLM-In-the-Loop Policy Steering via Latent Alignment,,"Carnegie Mellon University, UC Berkeley",https://arxiv.org/abs/2502.01828,https://yilin-wu98.github.io/forewarn/,Manipulation,Tabletop,Franka Emika Panda,"LoRA, Self-Supervised, Supervised",,"Language, Proprioception, Vision",,"Dreamer, LLaMA3",Diffusion,"ロボット政策の候補行動シーケンスを潜在世界モデル（Latent World Model）で予測し、VLMを潜在空間に微調整（Fine-tune）させて行動結果を自然言語で評価・選択するVLM-in-the-loopポリシーステアリングフレームワーク（FOREWARN）を提案する。
これにより、多様なタスクとユーザー要件に合わせてリアルタイムでロボットの行動を安全かつ柔軟にステアリングすることが可能となる。"
"Application-Oriented, End-to-End, Hierarchical",CognitiveDrone,CognitiveDrone: A VLA Model and Evaluation Benchmark for Real-Time Cognitive Task Solving and Reasoning in UAVs,,Russia,https://arxiv.org/abs/2503.01378,https://cognitivedrone.github.io/,Navigation,Outdoor,Simulation,"LoRA, Supervised",CognitiveDroneBench,"Language, Vision",,"OpenVLA, Qwen2.5-VL","Autoregressive, Discrete Token","シミュレーションに基づく8,000件以上の経路データを活用し、OpenVLAをLoRAで学習させ、推論モジュール（Qwen2.5-VL）を追加したCognitiveDrone-R1は、認知タスクにおいて従来のRaceVLA比で最大45.6%の性能向上を実現しました。
VLAモデルに基づくUAV認知制御およびこれを定量評価可能なベンチマーク（CognitiveDroneBench）を初めて提案しました。"
"Hierarchical, RL",DexTOG,DexTOG: Learning Task-Oriented Dexterous Grasp with Language,RAL,Shanghai Jiao Tong University,https://arxiv.org/abs/2504.04573,,"Dexterous Hand, Grasp",Tabletop,Simulation,RL,,"Language, PointCloud, Proprioception, Vision",,"GPT, PointNet",Diffusion,言語ベースの条件下で多関節手のタスク指向型把持を生成する拡散ベースのモデルDiffuTOGと、強化学習ベースの自動データ生成器DexTOGを提案する。規則フィルタリング-拡散モデル-強化学習を通じたデータセットの生成およびRLで検証されたTOGの性能を達成した。
"End-to-End, Evaluation, Hierarchical, Humanoid",LeVERB,LeVERB: Humanoid Whole-Body Control with Latent Vision-Language Instruction,,"Carnegie Mellon University, Simon Fraser University, UC Berkeley",https://arxiv.org/abs/2506.13751,https://ember-lab-berkeley.github.io/LeVERB-Website/,"Navigation, Whole-Body Control",Indoor,"Simulation, Unitree G1","RL, Supervised",LeVERB-Bench,"Language, Proprioception, Vision",,SigLIP,"Autoregressive, Continuous","LeVERBは、CVAEを基盤とした階層的潜在ビジョン・言語・アクションフレームワークであり、高次元なビジョン・言語入力を潜在行動辞書に変換し、低次元なWBCポリシーに伝達することで、合成データのみを用いてヒューマノイドのゼロショット全身制御を実現しました。
フォトリアリズム、シーン・コマンドのランダム化、シミュレーションから現実への移行のための新しいベンチマークと大規模データ生成パイプラインも同時に提案しています。"
Augmentation,DIAL,Robotic Skill Acquisition via Instruction Augmentation with Vision-Language Models,RSS,Robotics at Google,https://arxiv.org/abs/2211.11736,https://instructionaugmentation.github.io/,Manipulation,"Kitchen, Tabletop",Google EDR,Supervised,,"Language, Proprioception, Vision",,"CLIP, RT-1","Autoregressive, Discrete Token",DIALは、少量の人間の注釈でCLIPを微調整し、大規模なロボットデモを自動言語再表記し、この拡張データで学習したポリシーが60の未指示課題で40%以上のパフォーマンスを向上させた。 つまり、高価な言語ラベルがなくても、インターネットサイズのVLM知識でロボットの言語理解・一般化を大幅に拡張できることを示している。
